0000000        deadbeef        00000000        ffffffff        ffffffff
        357 276 255 336  \0  \0  \0  \0 377 377 377 377 377 377 377 377
0000020        ffffffff        ffffffff        ffffffff        ffffffff
        377 377 377 377 377 377 377 377 377 377 377 377 377 377 377 377
*
0000400


 Started ....
244 | ./Actor/Actor.cpp	setup:138 	|  CborQueue 3FFF1984:0 
884664 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884738 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
884739 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884739 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
884745 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884749 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
884756 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884839 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
884840 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884840 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
884846 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884850 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
884857 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884940 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
884941 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884941 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
884947 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
884951 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
884958 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885041 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885042 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885042 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885048 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885052 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885059 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885142 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885143 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885143 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885149 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885153 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885160 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885243 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885244 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885244 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885250 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885254 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885261 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885344 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885345 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885345 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885351 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885355 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885362 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885445 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885446 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885446 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885452 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885456 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885463 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885546 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885547 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885547 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885553 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885557 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885564 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885647 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885648 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885648 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885654 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885658 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885665 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885748 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885749 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885749 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885755 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885759 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885766 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885849 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885850 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885850 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885856 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885860 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885867 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885950 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
885951 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885951 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
885957 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
885961 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
885968 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886051 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886052 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886052 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886058 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886062 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886069 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886152 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886152 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886153 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886159 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886163 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886170 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886253 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886254 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886254 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886260 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886264 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886271 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886354 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886354 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886355 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886361 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886365 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886372 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886455 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886456 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886456 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886462 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886466 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886473 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886556 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886557 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886557 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886563 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886567 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886574 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886657 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886657 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886658 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886664 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886668 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886675 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886758 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886759 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886759 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886765 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886769 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886776 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886859 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886860 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886860 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886866 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886870 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886877 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886960 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
886961 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886961 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
886967 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
886971 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
886978 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887061 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887062 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887062 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887068 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887072 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887079 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887162 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887163 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887163 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887169 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887173 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887180 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887263 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887264 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887264 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887270 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887274 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887281 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887364 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887364 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887365 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887371 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887375 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887382 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887465 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887465 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887466 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887472 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887476 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887483 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887566 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887567 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887567 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887573 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887577 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887584 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887637 | ./Actor/DWM1000Tag.cpp	onReceive:351 	|  SYS_STATUS :28200F2
887637 | ./Actor/DWM1000Tag.cpp	onReceive:359 	|  RX Timeout
887639 | ./Actor/DWM1000Tag.cpp	onReceive:368 	|  status reg.:28200F2,interrupts : 0
887646 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/polls 
887652 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887656 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/dwm1000/interrupts 
887663 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887669 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887674 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887678 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887684 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887689 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887695 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887770 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887770 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887771 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887777 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887781 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887788 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887871 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887872 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887872 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887878 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887882 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887889 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887972 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
887973 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887973 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
887979 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
887983 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
887990 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888073 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888074 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888074 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888080 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888084 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888091 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888174 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888175 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888175 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888181 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888185 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888192 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888275 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888276 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888276 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888282 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888286 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888293 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888376 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888376 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888377 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888383 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888387 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888394 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888477 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888478 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888478 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888484 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888488 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888495 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888578 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888579 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888579 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888585 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888589 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888596 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888679 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888680 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888680 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888686 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888690 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888697 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888780 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888781 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888781 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888787 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888791 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888798 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888881 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888882 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888882 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888888 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888892 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
888899 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888982 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
888983 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888983 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
888989 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
888993 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889000 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889083 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889084 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889084 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889090 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889094 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889101 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889184 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889185 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889185 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889191 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889195 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889202 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889285 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889286 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889286 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889292 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889296 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889303 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889386 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889387 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889387 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889393 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889397 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889404 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889487 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889488 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889488 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889494 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889498 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889505 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889588 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889589 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889589 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889595 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889599 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889606 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889689 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889690 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889690 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889696 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889700 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889707 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889790 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889791 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889791 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889797 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889801 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889808 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889891 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889892 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889892 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889898 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889902 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
889909 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889992 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
889993 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
889993 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
889999 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890003 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
890010 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890093 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
890094 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890094 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
890100 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890104 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
890111 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890194 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
890195 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890195 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
890201 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890205 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
890212 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890295 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
890296 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890296 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/up_time 
890302 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890306 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/heap_size 
890313 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
890396 | ./Actor/Mqtt.cpp	sendPublish:274 	|  TOPIC tag_1/system/online 
890397 | ./Actor/Mqtt.cpp	onReceive:297 	| READY
